ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban,cpu_NAN,ram_gb_NAN,o_cung_gb_NAN,vga_NAN
Lenovo Thinkpad E14 R7 5700U 14 inch 24GB/512GB,Lenovo,Ryzen 7,24.0,512.0,Onboard,9000000,0,0,0,0
Acer Core I3 12th 15.6 inch 8GB/256GB,Acer,Core i3,8.0,256.0,Onboard,5800000,0,0,0,0
"ZenBook Flip 14, i7-1360P,16G,512G,2.8K OLED TOUCH",Khác,Core i7,16.0,512.0,Onboard,18900000,0,0,0,0
Surface Pro 9 i5 8GB/256GB màu xanh siêu nice,Surface,Core i5,8.0,256.0,Onboard,15000000,0,0,0,0
Laptop Asus Vivobook i7-1355U/16G/512G NEW HÃNG24T,Asus,Core i7,16.0,512.0,Onboard,15500000,0,0,0,0
Apple Macbook Pro i9 16GB/1TB Xám,Apple,Core i9,16.0,1024.0,Apple GPU,14500000,0,0,0,0
HP Elite Dragonfly g2 i7-1185G7 16GB/512GB,Hp,Core i7,16.0,512.0,Onboard,9900000,0,0,0,0
Lenovo ThinkPad X13 Gen 2 i5-1145G7 8GB/256GB,Lenovo,Core i5,8.0,256.0,Onboard,7600000,0,0,0,0
Lenovo ThinkPad T490s i7 14 inch 16GB/256GB,Lenovo,Core i7,16.0,256.0,Onboard,5500000,0,0,0,0
Lenovo Ideapad 5 2in1 Ryzen 7 8845HS 16G 512G FHD+,Lenovo,Ryzen 7,16.0,512.0,Onboard,13500000,0,0,0,0
Lenovo Thinkpad T480 i5 -th8 -14 inch 8GB/128GB,Lenovo,Core i5,8.0,128.0,Onboard,4200000,0,0,0,0
Apple MacBook Air 2020 i5 8GB/512GB,Apple,Core i5,8.0,512.0,Apple GPU,6000000,0,0,0,0
Fujitsu nhật i5-1145G7 Ram 8gb SSD 256Gb nhỏ gọn,Khác,Core i5,8.0,256.0,Onboard,5700000,0,0,0,0
"MÁY TRẠM THINKPAD P52s i7, 32gb, 512gb, vga P500",Khác,Core i7,32.0,512.0,Onboard,10800000,0,0,0,0
HP Pavilion Aero 13 Ryzen 7 7735U/16G/512G Đẹp,Hp,Ryzen 7,16.0,512.0,Onboard,11600000,0,0,0,0
Dell N5570 i5-8250U 15.6 inch 8GB/128GB,Dell,Core i5,8.0,128.0,Onboard,5200000,0,0,0,0
Asus Core I3 8TH 8GB/256GB 15.6 inch,Asus,Core i3,8.0,256.0,Onboard,5000000,0,0,0,0
Dell 15 DC15250 i5-1334U 15.6 inch 8GB/512GB,Dell,Core i5,8.0,512.0,Onboard,10500000,0,0,0,0
Dell Latitude 5450 Core Ultra 7 14 inch 16GB/512GB,Dell,Core Ultra 7,16.0,512.0,Onboard,12500000,0,0,0,0
Dell Precision 3580 i7-1370P 16GB/512GB,Dell,Core i7,16.0,512.0,Onboard,12500000,0,0,0,0
Huawei MateBook E i3 12.6 inch 8GB/128GB,Khác,Core i3,8.0,128.0,Onboard,7050000,0,0,0,0
ASUS Vivobook A415EA i3-1125G4 4GB/256GB,Asus,Core i3,4.0,256.0,Onboard,4300000,0,0,0,0
HP 340s G7 i3 Gen 10 4GB/256GB viền mỏng - gọn nhẹ,Hp,Core i3,4.0,256.0,Onboard,3490000,0,0,0,0
Thinkbook 14 14”FHD i7 11th 8G ssd 256G pin 3H,Khác,Core i7,8.0,256.0,Onboard,7900000,0,0,0,0
Dell V5401 14”FHD i5 10th 8G ssd 256G pin 3H nhôm,Dell,Core i5,8.0,256.0,Onboard,7100000,0,0,0,0
Macbook Air 2017 13.3” core i5 8G ssd 128G pin 2H,Apple,Core i5,8.0,128.0,Apple GPU,4300000,0,0,0,0
Acer Nitro 5 i7 11800H 16GB 512GB RTX 3050 144Hz,Acer,Core i7,16.0,512.0,NVIDIA Card Rời,13900000,0,0,0,0
Laptop Dell Latitude 5410 i5-10310U/8G/256G MH 14,Dell,Core i5,8.0,256.0,Onboard,6500000,0,0,0,0
MACBOOK AIR 2019 i5 | RAM 16GB | SSD 256GB 13.3”,Apple,Core i5,16.0,256.0,Apple GPU,8800000,0,0,0,0
Dell Latitude 5440 i5-1335U 14 inch 16GB/256GB,Dell,Core i5,16.0,256.0,Onboard,11800000,0,0,0,0
Dell Latitude 7450 Ultra 7 14 inch 32GB/512GB 2.5K,Dell,Core Ultra 7,32.0,512.0,Onboard,18900000,0,0,0,0
MACBOOK AIR 2019 – i5 | RAM 16GB | SSD 512GB 13”,Apple,Core i5,16.0,512.0,Apple GPU,9000000,0,0,0,0
Acer i3-1005G1 15.6 inch 12GB/256GB,Acer,Core i3,12.0,256.0,Onboard,7300000,0,0,0,0
Dell Latitude E5470 i5-6300U 14 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,2700000,0,0,0,0
M cần bán Thinkpad L390 i5-8250U 8GB/256GB,Khác,Core i5,8.0,256.0,Onboard,3800000,0,0,0,0
Dell Latitude 9440 2in1 I7 32G 512G 2k Touch LTE,Dell,Core i7,32.0,512.0,Onboard,20500000,0,0,0,0
Lenovo Thinkpad T490s i7 Gen 8 14 inch 16GB/256GB,Lenovo,Core i7,16.0,256.0,Onboard,6500000,0,0,0,0
HP Victus 16-E1107AX R5-6600H 16G/512GB RTX3050/4G,Hp,Ryzen 5,16.0,512.0,NVIDIA Card Rời,14500000,0,0,0,0
HP 250 G7 i5 gen 10 15.6 inch 8GB/128GB,Hp,Core i5,8.0,128.0,Onboard,4500000,0,0,0,0
MSI Modern 14 H D13MG-217VN i7-13700H-16G-1T-Win11,Msi,Core i7,16.0,1024.0,Onboard,14290000,0,0,0,0
HP Elite x2 G8 i5 16G 256G cảm ứng tách rời phím,Hp,Core i5,16.0,256.0,Onboard,10990000,0,0,0,0
"Dell Latitude 3500 i5-8265/8G/SSD 256G 15.6"" 2018",Dell,Core i5,8.0,256.0,Onboard,4300000,0,0,0,0
DELL COR I7 6600U RAM 8G SSD 256G,Dell,Core i7,8.0,256.0,Onboard,4500000,0,0,0,0
Dell E5510 I7-10610U 15.6 inch 16GB/256GB,Dell,Core i7,16.0,256.0,Onboard,8600000,0,0,0,0
💥ASUS TUF Gaming F15 i5-11400H 15.6”/16G/512G/2050,Asus,Core i5,16.0,512.0,Onboard,11150000,0,0,0,0
Laptop Gaming Asus i5 4200H 8GB/128GB Đen,Asus,Core i5,8.0,128.0,Onboard,3800000,0,0,0,0
Dell Precision 5550 i7-10850H 16GB/512GB T1000,Dell,Core i7,16.0,512.0,Onboard,13990000,0,0,0,0
Asus S430 i5 8250U 14 inch 4GB/128GB,Asus,Core i5,4.0,128.0,Onboard,3000000,0,0,0,0
"Dell 3567  i7 7500U-VGA rời 2G-8G-256G-15.6"" FHD",Dell,Core i7,8.0,256.0,Onboard,4200000,0,0,0,0
"Dell Inspiron 7380 i7-8550U-16G-256G-13.3"" FHD",Dell,Core i7,16.0,256.0,Onboard,6400000,0,0,0,0
Dell Latitude 5411 i7 14 inch 8GB/256GB 99%,Dell,Core i7,8.0,256.0,Onboard,8000000,0,0,0,0
HP Elitebook 840 G9 i7 1265U 14 inch 8GB/256GB,Hp,Core i7,8.0,256.0,Onboard,13900000,0,0,0,0
Laptop Asus i5-8th 8GB/128GB Màn 14inch FHD,Asus,Core i5,8.0,128.0,Onboard,4000000,0,0,0,0
Dell Precision 7680 i7-13850HX 16 inch 32GB/512G,Dell,Core i7,32.0,512.0,Onboard,22900000,0,0,0,0
Dell Gaming N5468 i5.7200 14 inch 8G/256G,Dell,Core i5,8.0,256.0,Onboard,3290000,0,0,0,0
Macbook Pro 13” 2015 i5/8g/128g bh- 1 tháng,Apple,Core i5,8.0,128.0,Apple GPU,3200000,0,0,0,0
Apple MacBook Pro 2019 i5 13.3 inch 8GB/128GB,Apple,Core i5,8.0,128.0,Apple GPU,6500000,0,0,0,0
"Acer Nitro 5: i5 12500H; 8G; 512G; RTX 3050; 15.6""",Acer,Core i5,8.0,512.0,NVIDIA Card Rời,16500000,0,0,0,0
Legion R7000P 2025 | R9 8945HX | 5070 | 16G | 1TB,Khác,Ryzen 7,16.0,1024.0,Onboard,36990000,0,0,0,0
ThinkPad X1 Carbon Gen 9 i7-1165G7 16GB/512GB,Khác,Core i7,16.0,512.0,Onboard,14990000,0,0,0,0
Apple Macbook Air M4 16GB/256GB,Apple,Apple M-Series,16.0,256.0,Apple GPU,21500000,0,0,0,0
Laptop MSI Modern i3-11th 8GB/256GB Màn 14inch FHD,Msi,Core i3,8.0,256.0,Onboard,5300000,0,0,0,0
Dell Latitude E5570 i5-6440HQ 15.6 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,4800000,0,0,0,0
"Lenovo LOQ 16"" Ryzen 5 RTX 4050 16GB 512GB | 165Hz",Lenovo,Ryzen 5,16.0,512.0,NVIDIA Card Rời,19500000,0,0,0,0
Dell Latitude 3510 i5-10210U 15.6 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,7200000,0,0,0,0
Acer Nitro 5 AN515 i5-11400H 8G/256G,Acer,Core i5,8.0,256.0,Onboard,8500000,0,0,0,0
Dell 5370 i5 gen 8 13.3 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,5100000,0,0,0,0
"LAPTOP ASUS I5 12450H/8GB/512GB/3050 4G/15.6""144Hz",Asus,Core i5,8.0,512.0,Onboard,13500000,0,0,0,0
Dell Alienware 16 i7-240H 16GB/1TB,Dell,Core i7,16.0,1024.0,Onboard,31000000,0,0,0,0
Macbook Air M4 13” 16GB/256GB 8GPU NewSeal VN & LL,Apple,Apple M-Series,16.0,256.0,Apple GPU,20790000,0,0,0,0
PRO 13.3'' 2019 / I5 / 8GB / 128G / FULL SẠCH,Khác,Core i5,8.0,128.0,Onboard,6800000,0,0,0,0
MACBOOK PRO 2020 / I7 / 32GB / 512G / FULL SẠCH US,Apple,Core i7,32.0,512.0,Apple GPU,11500000,0,0,0,0
"Dell i5th6 15in, ram 8g, ssd 256g, 2vga 2g, rin",Dell,Core i5,8.0,256.0,Onboard,3800000,0,0,0,0
Lenovo Thinkpad X280 i5 12.5 inch 8GB/256GB,Lenovo,Core i5,8.0,256.0,Onboard,3800000,0,0,0,0
MSI Thin GF63 i5-12450H 16GB/512GB RTX 4050 6GB,Msi,Core i5,16.0,512.0,NVIDIA Card Rời,14900000,0,0,0,0
Lenovo i5 8GB/256GB 13 inch Bạc,Lenovo,Core i5,8.0,256.0,Onboard,5400000,0,0,0,0
"Asus Zenbook 13 OLed, i7 1165G7 16GB/512GB",Asus,Core i7,16.0,512.0,Onboard,9200000,0,0,0,0
SurFace Pro 7Plus / I5 / 16G / 256G / CẢM ỨNG 2IN1,Surface,Core i5,16.0,256.0,Onboard,10790000,0,0,0,0
Lenovo Ideapad i7-1155G7 15.6 inch 8GB/256GB,Lenovo,Core i7,8.0,256.0,Onboard,6200000,0,0,0,0
Huawei Matebook E 2022 i5-1130G7/8G/256G/OLED 2K+,Khác,Core i5,8.0,256.0,Onboard,10500000,0,0,0,0
MacBook Pro 2020 – i7 / 16GB / 1TB – CÒN BẢO HÀNH,Apple,Core i7,16.0,1024.0,Apple GPU,13890000,0,0,0,0
Acer Aspire A515-56 i5 8GB Đen 512gb/8g,Acer,Core i5,8.0,512.0,Onboard,7000000,0,0,0,0
Dell Latitude 7420 I7 1185G7 Ram 16G Ssd 256G FHD,Dell,Core i7,16.0,256.0,Onboard,8500000,0,0,0,0
Dell Latitude E5450 i7 12GB/512GB Đen,Dell,Core i7,12.0,512.0,Onboard,4500000,0,0,0,0
Dell Latitide 7410 i7 Gen 10 Ram 16G/SSD 256G 14in,Dell,Core i7,16.0,256.0,Onboard,7500000,0,0,0,0
Laptop Nhut  i5 Gen 4 8GB/128GB Đen,Khác,Core i5,8.0,128.0,Onboard,2800000,0,0,0,0
MacBook Pro 2020 i5 16GB/512GB màn sọc giá rẻ,Apple,Core i5,16.0,512.0,Apple GPU,6500000,0,0,0,0
HP Victus 16 Gaming R5 5600H 16GB/512GB/GTX1650,Hp,Ryzen 5,16.0,512.0,NVIDIA Card Rời,9500000,0,0,0,0
Dell Latitude 5310 i5-10310u 13.3 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,5650000,0,0,0,0
Lenovo Gaming 3/R5-5500H /15.6 inch /16GB/512GB,Lenovo,Ryzen 5,16.0,512.0,Onboard,12500000,0,0,0,0
Lenovo Legion 9i Ultra 9 18 inch 64GB/4TB,Lenovo,Core Ultra 9,64.0,4096.0,Onboard,124990000,0,0,0,0
"Dell  7420 i7 1185G7, R 16GB, SSD NVMe 256g,14in",Dell,Core i7,16.0,256.0,Onboard,8490000,0,0,0,0
Apple MacBook Pro 2020 i5 16GB/256GB,Apple,Core i5,16.0,256.0,Apple GPU,9500000,0,0,0,0
HP ProBook 460 G11 Ultra 7 155U 16 inch 16GB/512GB,Hp,Core Ultra 7,16.0,512.0,Onboard,12000000,0,0,0,0
Acer A315 Core I3-7100U 4GB/128GB,Acer,Core i3,4.0,128.0,Onboard,3500000,0,0,0,0
Lenovo  Slim3 14IRH10 i5-13420H/16GB/512GB 14inch,Lenovo,Core i5,16.0,512.0,Onboard,14900000,0,0,0,0
Dell Inspiron 15 i5-1235U 15.6 inch 8GB/512GB,Dell,Core i5,8.0,512.0,Onboard,7500000,0,0,0,0
✅HP EliteBook 830G6 i5-8250U/8GB/256GB/13' FHD IPS,Hp,Core i5,8.0,256.0,Onboard,5800000,0,0,0,0
Bán Dell XPS 15 i7/16GB/512GB GTX 1050 Ti Max 4K,Dell,Core i7,16.0,512.0,NVIDIA Card Rời,10800000,0,0,0,0
Dell 7530 i7 8th-8850H.Vga P2000. Ram 16G.SSD 256G,Dell,Core i7,16.0,256.0,Onboard,10600000,0,0,0,0
Dell Precision M5530. i7 8850H -16G-512G-vga P1000,Dell,Core i7,16.0,512.0,Onboard,10000000,0,0,0,0
Lenovo Ideapad 320 i7 15.6 inch 8GB/256GB,Lenovo,Core i7,8.0,256.0,Onboard,4600000,0,0,0,0
HP 15-dy2 i5-1135G7 15.6 inch 8GB/256GB,Hp,Core i5,8.0,256.0,Onboard,8200000,0,0,0,0
Dell Latitude 5430 i5-1235U 14 inch 16GB/256GB,Dell,Core i5,16.0,256.0,Onboard,8700000,0,0,0,0
"Lenovo Gaming 3 R5 6600H RTX3050 16G/512G 15.6""",Lenovo,Ryzen 5,16.0,512.0,NVIDIA Card Rời,15900000,0,0,0,0
MacBook 14inch M1 Pro 16GB/512GB,Apple,Apple M-Series,16.0,512.0,Apple GPU,22000000,0,0,0,0
E pass Dell XPS 15 i7-8750H 16GB/512GB GTX 1050Ti,Dell,Core i7,16.0,512.0,NVIDIA Card Rời,10800000,0,0,0,0
Lenovo Slim 5 OLED 15ARP10  R7 7735HS/16G/512G 15',Lenovo,Ryzen 7,16.0,512.0,Onboard,17990000,0,0,0,0
Dell XPS 15 i7 15.6 inch 16GB/512GB,Dell,Core i7,16.0,512.0,Onboard,10800000,0,0,0,0
"Macbook Air 2020 I3 Gen 10 8GB/256GB 13.3"" Retina",Apple,Core i3,8.0,256.0,Apple GPU,8500000,0,0,0,0
HP Pavilion 15 i5-1335U 15.6 inch 16GB/512GB,Hp,Core i5,16.0,512.0,Onboard,10900000,0,0,0,0
Apple Macbook Pro M1 2020 8G/256G Bạc,Apple,Apple M-Series,8.0,256.0,Apple GPU,12900000,0,0,0,0
Lenovo S340 i5 1035G4 15.6 inch 8GB/512GB,Lenovo,Core i5,8.0,512.0,Onboard,6990000,0,0,0,0
Asus ROGTRIX Gaming I7 10750H / 16G / 512GB / GTX,Asus,Core i7,16.0,512.0,Onboard,10900000,0,0,0,0
Dell Vostro 3400 i5-11th/Gen 8GB/256GB Vga Mx330,Dell,Core i5,8.0,256.0,Onboard,5000000,0,0,0,0
Apple MacBook Pro A1502 i5 8GB/256GB,Apple,Core i5,8.0,256.0,Apple GPU,3800000,0,0,0,0
HP EliteBook 840 G5 i5 8GB/256GB,Hp,Core i5,8.0,256.0,Onboard,5400000,0,0,0,0
Dell Inspiron 3511 ( i7-1165G7/16GB/256GB) 15.6inc,Dell,Core i7,16.0,256.0,Onboard,7790000,0,0,0,0
Asus Vivobook A415E ( i3-1125G4/8GB/512GB ) 14inch,Asus,Core i3,8.0,512.0,Onboard,4790000,0,0,0,0
HP ProBook 650 G3 i3 8GB/256GB,Hp,Core i3,8.0,256.0,Onboard,3300000,0,0,0,0
Dell Precision 7520 i7-7820HQ 32GB/512GB,Dell,Core i7,32.0,512.0,Onboard,7500000,0,0,0,0
Lenovo Thinkpad P15s Gen 2 i7 15.6 inch 8GB/512GB,Lenovo,Core i7,8.0,512.0,Onboard,10000000,0,0,0,0
HP Zbook Power 15 G8 i7 11800h 16GB/256GB,Hp,Core i7,16.0,256.0,Onboard,12000000,0,0,0,0
Dell XPS 14 9440 Ultra 7 155H 32G 512G W11 Pro,Dell,Core Ultra 7,32.0,512.0,Onboard,27800000,0,0,0,0
Apple MacBook Pro M1 Pro 16 inch 32GB/512GB,Apple,Apple M-Series,32.0,512.0,Apple GPU,25000000,0,0,0,0
Dell Latitude 7480 i5 / 8G / SSD 256G – 14 inch,Dell,Core i5,8.0,256.0,Onboard,3000000,0,0,0,0
"Thinkpad X1 Carbon Gen 7, core i7 Ram 16GB - 512GB",Khác,Core i7,16.0,512.0,Onboard,7500000,0,0,0,0
Dell Latitude 7420 i7 Gen 11 14 inch 16GB/256GB,Dell,Core i7,16.0,256.0,Onboard,9900000,0,0,0,0
Lenovo Legion 5 Y7000 2025 Ultra 7 16GB/1TB/5060,Lenovo,Core Ultra 7,16.0,1024.0,Onboard,33000000,0,0,0,0
GPD Win Max 2 AMD Ryzen 7 16GB/1TB,Khác,Ryzen 7,16.0,1024.0,Onboard,16500000,0,0,0,0
Dell Latitude 5420 i7-1165G7 14 inch 16GB/256GB,Dell,Core i7,16.0,256.0,Onboard,8800000,0,0,0,0
Apple Macbook Air M4 16GB/256GB Xanh,Apple,Apple M-Series,16.0,256.0,Apple GPU,21000000,0,0,0,0
Dell Inspiron 3501 i5-1135G7 15.6 inch 16GB/256GB,Dell,Core i5,16.0,256.0,Onboard,7000000,0,0,0,0
💻 HP Elitebook 830G7 i5 - RAM 8GB - SSD 256GB 💻,Hp,Core i5,8.0,256.0,Onboard,6600000,0,0,0,0
MSI Modern 15 R5 5500U 8GB/512GB zin 100%,Msi,Ryzen 5,8.0,512.0,Onboard,5900000,0,0,0,0
"Asus Vivobook 15 Ryzen 7, RAM 16GB, SSD 512GB",Asus,Ryzen 7,16.0,512.0,Onboard,9000000,0,0,0,0
Thinkpad P53 i7 9750H 16G 256G T1000 15FHD 500nits,Khác,Core i7,16.0,256.0,Onboard,12300000,0,0,0,0
HP 830 G6 i5-8265U 8GB/256GB FHD,Hp,Core i5,8.0,256.0,Onboard,4399999,0,0,0,0
VAIO i7 Gen 8 8GB/256GB 13.3 inch Đen,Khác,Core i7,8.0,256.0,Onboard,4000000,0,0,0,0
Lenovo Core i5/8GB/256GB SSD 14 inch - Likenew,Lenovo,Core i5,8.0,256.0,Onboard,6300000,0,0,0,0
Samsung 500R5K i5-5200U 15.6 inch 8GB/128GB,Khác,Core i5,8.0,128.0,Onboard,4200000,0,0,0,0
ASUS Vivobook i5 Gen 11 8GB/512GB,Asus,Core i5,8.0,512.0,Onboard,5900000,0,0,0,0
MacBook Air M2 Ram 16GB Ssd 256gb Bh Apple 25/4/26,Apple,Apple M-Series,16.0,256.0,Apple GPU,16899000,0,0,0,0
Lenovo IdeaPad Gaming 3 16GB/512GB I5-12500H,Lenovo,Core i5,16.0,512.0,Onboard,15000000,0,0,0,0
Acer Aspire A515-58 i5-13420H 15.6 inch 16GB/512GB,Acer,Core i5,16.0,512.0,Onboard,11400000,0,0,0,0
Dell XPS 9500 i7-10875H -16GB/512GB Vga 1650TI,Dell,Core i7,16.0,512.0,Onboard,12390000,0,0,0,0
Lenovo Flex 5 Chrome i5/1235U 8G 512G Cảm gập 360,Lenovo,Core i5,8.0,512.0,Onboard,8500000,0,0,0,0
Pass Asus Vivobook X415EA i3 14 inch 8GB/512GB,Asus,Core i3,8.0,512.0,Onboard,5200000,0,0,0,0
MSI GF63 Thin 9SC i7-9750H 15.6 inch 8GB/256GB,Msi,Core i7,8.0,256.0,Onboard,7200000,0,0,0,0
Dell i5 6200u 14 inch 8GB/256GB Đen,Dell,Core i5,8.0,256.0,Onboard,3500000,0,0,0,0
MACBOOK 13' AIR 2019 / I5 / 16G / 512G / FULL SẠCH,Apple,Core i5,16.0,512.0,Apple GPU,7200000,0,0,0,0
Asus Vivobook X415EA i3 8GB/512GB,Asus,Core i3,8.0,512.0,Onboard,5200000,0,0,0,0
Lenovo Legion 5 Ryzen 9 16 inch 16GB/1TB,Lenovo,Ryzen 9,16.0,1024.0,Onboard,30900000,0,0,0,0
Surface Pro 5 i5 8GB/256GB màn 2k,Surface,Core i5,8.0,256.0,Onboard,3500000,0,0,0,0
PRO 16' 2019 GRAY / I7 / 32G/ 512G / VGA PRO 5300M,Khác,Core i7,32.0,512.0,Onboard,12000000,0,0,0,0
Acer Nitro V 15 i5-13420H 15.6 inch 16GB/512GB,Acer,Core i5,16.0,512.0,Onboard,15990000,0,0,0,0
Lenovo Ideapad Slim 3 R5 15.6 inch 16GB/512GB,Lenovo,Ryzen 5,16.0,512.0,Onboard,9990000,0,0,0,0
Apple MacBook Air 13 M1 16GB/256GB giá tốt,Apple,Apple M-Series,16.0,256.0,Apple GPU,10990000,0,0,0,0
ASUS Gaming V16 i7-240H 16 inch 16GB/512GB,Asus,Core i7,16.0,512.0,Onboard,22990000,0,0,0,0
Surface Laptop 4 Ryzen 5 8GB/128GB giá hạt dẻ,Surface,Ryzen 5,8.0,128.0,Onboard,8300000,0,0,0,0
Dell Latitude 5520 i5-1135G7/8GB/256GB/15.6 inch,Dell,Core i5,8.0,256.0,Onboard,7700000,0,0,0,0
Dell 5521 i7 11850H.Vga Rời. FHD. Ram 16G.SSD 256G,Dell,Core i7,16.0,256.0,Onboard,12500000,0,0,0,0
ThinkPad X1 G10: i7-1265U/16GB/512GB giá tốt,Khác,Core i7,16.0,512.0,Onboard,19490000,0,0,0,0
HP Probook 440 G5 i5-8250U 14 inch 8GB/256GB,Hp,Core i5,8.0,256.0,Onboard,4800000,0,0,0,0
"Dell 16 Plus 7640: i7-13620H, RAM 16G, SSD 1TB",Dell,Core i7,16.0,1024.0,Onboard,17490000,0,0,0,0
Apple MacBook Air A1932 i5 13 inch 8GB/128GB,Apple,Core i5,8.0,128.0,Apple GPU,4500000,0,0,0,0
HP Pavilion 15 i3-1115G4 15.6 inch 4GB/128GB,Hp,Core i3,4.0,128.0,Onboard,4800000,0,0,0,0
HP OMEN 16 i7-14700HX RTX 4070 8GB 16GB/1TB,Hp,Core i7,8.0,1024.0,NVIDIA Card Rời,26890000,0,0,0,0
Asus TUF Gaming A15 Ryzen 5 16GB/512GB Date 2023,Asus,Ryzen 5,16.0,512.0,Onboard,14000000,0,0,0,0
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 7 16GB/512G,Lenovo,Ryzen 7,16.0,512.0,Onboard,13500000,0,0,0,0
Apple MacBook Air 2015 i5 8GB/128GB,Apple,Core i5,8.0,128.0,Apple GPU,3500000,0,0,0,0
Acer Nitro V 16 Ryzen 5 16 inch 16GB/512GB,Acer,Ryzen 5,16.0,512.0,Onboard,16500000,0,0,0,0
Dell Inspiron 3501 i3-1115G4 15.6 inch 8GB/256GB,Dell,Core i3,8.0,256.0,Onboard,4500000,0,0,0,0
Dell Latitude 5310 i5-10310U 13.3 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,5200000,0,0,0,0
Dell XPS 9360 i5 13.3 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,5500000,0,0,0,0
MacBook Pro 13” M1 touchbar 16GB/1TB máy sạch,Apple,Apple M-Series,16.0,1024.0,Apple GPU,17700000,0,0,0,0
Lenovo Yoga C630 i7-8550U 15.6 inch 16GB/128GB,Lenovo,Core i7,16.0,128.0,Onboard,4600000,0,0,0,0
MacBook Pro 14” M2 Max Ram 32GB/1TB máy sạch,Apple,Apple M-Series,32.0,1024.0,Apple GPU,42000000,0,0,0,0
Colorful RIMBOOK L1 I3 1220P 16GB/512GB,Khác,Core i3,16.0,512.0,Onboard,8990000,0,0,0,0
Acer Nitro V 15 i5 16GB/512GB Mới 99%,Acer,Core i5,16.0,512.0,Onboard,17000000,0,0,0,0
Dell Latitude 7420 i7-1185G7 14 inch 16GB/256GB,Dell,Core i7,16.0,256.0,Onboard,8900000,0,0,0,0
HP Envy 17 i7-1255U/16GB/512GB/RTX2050 4G/4K,Hp,Core i7,16.0,512.0,NVIDIA Card Rời,13900000,0,0,0,0
Apple MacBook Air M1 13 inch 8GB/512GB,Apple,Apple M-Series,8.0,512.0,Apple GPU,10000000,0,0,0,0
Dell Latitude 7430 2in1 i7th12/16gb/256gb pin 4h,Dell,Core i7,16.0,256.0,Onboard,9250000,0,0,0,0
Dell 5310 2in1 (i7 10610U / 8G / 256G / X360),Dell,Core i7,8.0,256.0,Onboard,7700000,0,0,0,0
ASUS TUF Gaming FA507 Ryzen 7 15.6 inch 16GB/512GB,Asus,Ryzen 7,16.0,512.0,Onboard,19500000,0,0,0,0
HP Envy 17 Ultra 7 155u/16GB/512GB/RTX 3050 4G,Hp,Core Ultra 7,16.0,512.0,NVIDIA Card Rời,18900000,0,0,0,0
Acer Aspire A315-44P Ryzen 7 8GB 512g,Acer,Ryzen 7,8.0,512.0,Onboard,7000000,0,0,0,0
Asus Vivo X1504ZA-i5-12th 16GB-1TB-BH 14/03/2026,Asus,Core i5,16.0,1024.0,Onboard,8900000,0,0,0,0
Microsoft Surface Laptop 4 i7 15 inch 16GB/256GB,Surface,Core i7,16.0,256.0,Onboard,10900000,0,0,0,0
Dell Latitude 14 7440 i7-1365U 14 inch 16GB/256GB,Dell,Core i7,16.0,256.0,Onboard,12800000,0,0,0,0
Asus Vivobook X1504VA i5-1335u 8GB/512GB,Asus,Core i5,8.0,512.0,Onboard,8990000,0,0,0,0
HP Elitebook 840 G7 i7-10610U 14 inch 16GB/256GB,Hp,Core i7,16.0,256.0,Onboard,7490000,0,0,0,0
MSI Bravo 15 Gaming Ryzen 7 8GB/512GB VGA 4G pin94,Msi,Ryzen 7,8.0,512.0,Onboard,8500000,0,0,0,0
Dell Latitude 7410 i7 14 inch 16GB/256GB,Dell,Core i7,16.0,256.0,Onboard,7700000,0,0,0,0
Dell Latitude 5400 i5 14 inch 8GB/256GB,Dell,Core i5,8.0,256.0,Onboard,4900000,0,0,0,0
Dell G3 3590 i7-9750H 15.6 inch 8GB/256GB,Dell,Core i7,8.0,256.0,Onboard,9000000,0,0,0,0
Laptop ASUS X510 i5 8GB/128GB 14 inch,Asus,Core i5,8.0,128.0,Onboard,3700000,0,0,0,0
Acer Laptop i5 8GB/128GB sài mượt Full HD Đen,Acer,Core i5,8.0,128.0,Onboard,3900000,0,0,0,0
Apple Macbook Pro i7 15.4 inch 16GB/512GB,Apple,Core i7,16.0,512.0,Apple GPU,8300000,0,0,0,0
HP 635 G8 Ryzen 5 8GB/256GB,Hp,Ryzen 5,8.0,256.0,Onboard,6500000,0,0,0,0
MSI MODERN 14 Core i5-1335U Ram 16GB/512GB Full HD,Msi,Core i5,16.0,512.0,Onboard,9600000,0,0,0,0
Apple Macbook Air M3 16GB/256GB 99%,Apple,Apple M-Series,16.0,256.0,Apple GPU,20000000,0,0,0,0
ASUS VivoBook 14 i5-8265U/ 4GB/128gb 500gb/14 inch,Asus,Core i5,4.0,128.0,Onboard,3900000,0,0,0,0
Dell Latitude 7440 2023 2in1 i7-1365U 16GB/256GB,Dell,Core i7,16.0,256.0,Onboard,14500000,0,0,0,0
