ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban,cpu_NAN,ram_gb_NAN,o_cung_gb_NAN,vga_NAN
ASUS ExpertBook P5 P5405CSA-NZ0016W : Ultra 5-226V | 16GB RAM | 512GB | Intel Arc Graphics | 14.0 inch WQXGA | Windows 11 Home | Grey,ASUS,INTEL CORE ULTRA 5-226V,16.0,512.0,INTEL ARC GRAPHICS,21900000,0,0,1,0
HP Probook 460 G11 A74BXPT : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc | 16 inch WUXGA | Windows 11 | Silver,HP,ULTRA 5-125H,16.0,512.0,INTEL® ARC™ GRAPHICS,21900000,0,0,0,0
Dell Latitude 7350 Detachable : Ultra 5-134U |  16GB RAM | 256GB SSD  |  Intel Graphics | 13 inch QHD+ | Touch | Win 11 | Platinum Gray |  Outlet NEW,DELL,ULTRA 5 134U,16.0,256.0,INTEL GRAPHICS,21900000,0,0,0,0
Dell Latitude 7350 : Ultra 7-165U | RAM 16GB | SSD 512GB | Intel Arc Graphics | 13 inch QHD+ | Touch | Windows 11 |  Silver,DELL,ULTRA 7-165U,16.0,512.0,INTEL ARC GRAPHICS,21900000,0,0,0,0
Dell Inspiron 5640 N6I5419W1 : i5-1334U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 16 inch FHD+ | Windows 11 + Office | Ice Blue,DELL,Core i5,16.0,512.0,INTEL IRIS XE,21900000,1,0,0,0
MSI Venture A14 AI+ A3HMG 004VN : Ryzen AI 5 340 | 16GB RAM | 512GB SSD | AMD Radeon™ Graphics | 14 inch 2.8K OLED | Led Keyboard | Windows 11 | Solid Gray,MSI,MSI VENTURE A14 AI+ A3HMG 004VN : RYZEN AI 5 340,16.0,512.0,AMD RADEON™ GRAPHICS,22000000,0,0,0,0
MSI Katana 15 B13UDXK 2411VN : i7-13620H | 16GB RAM |  512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,MSI,Core i5,16.0,512.0,RTX 3050 6GB,22000000,1,0,0,0
Dell Inspiron 16 5640 71053723 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 16.0 inch FHD+ | Win 11 Home | Office Home 2024 | Blue,DELL,INTEL CORE 5-120U,16.0,1024.0,INTEL IRIS XE GRAPHICS,22000000,0,0,0,0
Dell Inspiron 5440 N4I5211W1 : i5-120U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch FHD+ | Windows 11 + Office | Finger Print | Platinium Silver,DELL,Core i5,16.0,512.0,INTEL UHD GRAPHICS,22199000,1,0,0,0
Acer Swift Go AI OLED SFG14-73-57FZ : Core Ultra 5 125H | 16GB RAM | 512GB SSD | FingerPrint | Arc Graphics | 14 inch 2.8K | Windows 11 | Bạc,ACER,CORE ULTRA 5 125H,16.0,512.0,ARC GRAPHICS,22200000,0,0,0,0
Lenovo LOQ 15ARP9 83JC00M3VN : Ryzen 5 7235HS | 16GB | 1TB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Win11,LENOVO,AMD RYZEN™ 5 7235HS,16.0,1024.0,RTX 3050 6GB,22200000,0,1,0,0
Dell DC15250 i7U161W11SLU-5 : i7-1355U | 16GB RAM | 1TB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Platinum Silver,DELL,Core i5,16.0,1024.0,INTEL UHD GRAPHICS,22300000,1,0,0,0
HP 14-ep1005TU 9Z2W0PA : I7-150U | 16GB RAM | 1TB SSD | Intel® Graphics | 14 inch FHD | Windows 11 | Silver,HP,INTEL CORE 7‑150U,16.0,1024.0,INTEL GRAPHICS,22300000,0,0,0,0
Acer Aspire 7 A715-59G-78WG : i7-13620H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Titanium Black,ACER,Core i5,16.0,512.0,RTX 3050 6GB,22400000,1,0,0,0
GIGABYTE G5 MF5-H2VN353KH : i7-13620H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | Win 11 | Black,GIGABYTE,INTEL CORE I7-13620H,16.0,512.0,RTX 4050 6GB,22500000,0,0,0,0
Dell Latitude 3450 71058805 : i7-1355U | 16GB RAM | 512GB SSD | 14 inch FHD | Intel Iris Xe Graphics | Ubuntu | Black,DELL,INTEL CORE I7-1355U,16.0,512.0,INTEL IRIS XE GRAPHICS,22500000,0,0,0,0
LENOVO Yoga 7 2in1 16ILL10 : Ultra 7-256V | 16GB RAM (OB) | 1TB SSD | Intel Arc Graphics 140V | 16 inch FHD | Touch | Luna Grey | NEW Openbox,LENOVO,ULTRA 7-256V,16.0,1024.0,INTEL ARC GRAPHICS 140V,22500000,0,0,0,0
MSI Katana 15 B13UDXK-2269VN : i7-13620H | 8GB RAM | 1TB SSD | RTX3050/6GB | 15.6 FHD IPS 144Hz | Windows 11 | Đen | KB 4-Zone RGB,MSI,Core i5,8.0,1024.0,RTX3050/6GB,22500000,1,0,0,0
Dell Pro 14 PC14250 01MTXTPC14250.235U.10 : Ultra 5-235U vPro | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Fingerprint | Windows 11 Home | Platinum Silver,DELL,DELL PRO 14 PC14250 01MTXTPC14250.235U.10 : ULTRA 5-235U VPRO,16.0,512.0,INTEL GRAPHICS,23899000,0,0,0,0
PC Dell Vostro 3020 STI7V3020W1 : i7-13700 | 16GB RAM | 512GB SSD | Intel UHD Graphics 770 |  | Windows 11+Office | Keyboard + Mouse |  Black,DELL,Core i5,16.0,512.0,INTEL UHD GRAPHICS 770,22599000,1,0,0,0
MSI Katana 15 B13VFK-252VN : i7 13620H | 8GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,MSI,CORE I7-13620H,8.0,512.0,GEFORCE RTX 4050 6GB,22600000,0,0,0,0
Acer Nitro V 15 ANV15-41-R732 : Ryzen 5 6600H | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB | 15.6″ FHD 165Hz IPS | Windows 11,ACER,AMD RYZEN™ 5 6600H,16.0,512.0,RTX 4050 GB,22600000,0,0,0,0
Lenovo LOQ 15ARP9 83JC00LVVN : Ryzen 5 7235HS | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11,LENOVO,AMD RYZEN™ 5 7235HS,16.0,512.0,RTX 3050 6GB,22700000,0,0,0,0
Lenovo ThinkPad E14 Gen 7 21SX002PVA : Ultra 5 225H | 16GB RAM | 1TB SSD | Intel Arc 130T GPU | 14 inch WUXGA IPS | NoOS | Đen,LENOVO,ULTRA 5 225H,16.0,1024.0,Onboard,22800000,0,0,0,1
Dell Pro 14 PC14250 : Ultra 5 235U vPro | 16GB RAM  | 256GB SSD | 14 inch FHD + IR Cam + Touch | Windows 11 Pro,DELL,ULTRA 5 235U,16.0,256.0,Onboard,22800000,0,0,0,1
Dell Inspiron 14 5440 71053697 : Core 5-120U | 16GB RAM | 1TB SSD | 14.0 inch FHD+ | Intel Graphics | Fingerprint | Windows 11 Home | Office 24 | Blue,DELL,INTEL CORE 5-120U,16.0,1024.0,INTEL GRAPHICS,22899000,0,0,0,0
ASUS Vivobook S 14 OLED S5406MA-PP136W : Ultra 5-125H | 16GB RAM | 1TB SSD | Arc Graphics | 14 inches 3K | Windows 11 | Xanh,ASUS,ULTRA 5-125H,16.0,1024.0,ARC GRAPHICS,22900000,0,0,0,0
ASUS TUF Gaming A15 FA507NUR-LP101W : R7-7435HS | 16GB RAM | 512GB SSD | RTX4050/6GB | 15.6 inch FHD | Windows 11 | Xám,ASUS,Core i5,16.0,512.0,RTX4050/6GB,22900000,1,0,0,0
Dell Pro 14 Essential PV14250 PV14250-150U-161TBU : Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Ubuntu | Platinium Silver,DELL,CORE 7 150U,16.0,1024.0,INTEL GRAPHICS,22899000,0,0,0,0
HP Victus 15-fa2732TX B85LPPA : i5-13420H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | Win 11 Home | Black,HP,INTEL CORE I5-13420H,16.0,512.0,RTX 4050 6GB,23000000,0,0,0,0
HP ProBook 4 G1i 16 BQ5D3PT : U5-225U | 8GB RAM | 512GB SSD | Intel Graphics | 16 inch WUXGA | Windows 11 | Bạc,HP,Core i5,8.0,512.0,INTEL GRAPHICS,23000000,1,0,0,0
HP Pavilion X360 14-ek2013TU 9Z2V4PA :  Intel Core 7-150U | 16GB RAM | 512GB SSD | Intel® Graphics | 14 inch FHD | Touch + Pen | Windows 11 | Silver,HP,INTEL® CORE™ 7-150U,16.0,512.0,INTEL IRIS XE GRAPHICS,23000000,0,0,0,0
Lenovo ThinkPad E14 GEN 6 21M7004UVN : Ultra 7 155U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Win11 Home | Black,LENOVO,INTEL CORE ULTRA 7-155U,16.0,512.0,INTEL GRAPHICS,23000000,0,0,0,0
Latop Dell Latitude 3450 L3450-1355U-08512W : i7-1355U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 Home | Black,DELL,INTEL CORE I7-1355U,8.0,512.0,INTEL IRIS XE GRAPHICS,23190000,0,0,0,0
HP ProBook 440 G11 A74B9PT : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc Graphics |14 inch WUXGA Touch | Fingerprint | Windows 11 | Silver,HP,ULTRA 5-125H,16.0,512.0,INTEL UHD GRAPHICS,23200000,0,0,0,0
ASUS ExpertBook P5 P5405CSA-NZ0450WS : Ultra 5-226V | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch WQXGA  | Win 11 Home | Office Home 2024 | Grey,ASUS,INTEL CORE ULTRA 5-226V,16.0,512.0,INTEL ARC GRAPHICS,23200000,0,0,0,0
Dell Pro 14 PC14250 71076111 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+  | Windows 11 Home | Magnetite,DELL,CORE 5 120U,16.0,1024.0,INTEL GRAPHICS,23200000,0,0,0,0
Dell Inspiron 16 Plus 7640 : Ultra 9-185H | RAM 32G | SSD 2T | 16 inch FHD+ | Touch | Intel Arc Graphics | Win 11 | Ice Blue  | NEW OPENBOX,DELL,ULTRA 9 185H,16.0,2.0,INTEL ARC GRAPHICS,23200000,0,1,0,0
HP Elitebook 630 G11 A7LM7PT : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel® Graphics | 13.3 inch WUXGA Touch | Windows 11 | Bạc,HP,ULTRA 5-125U,16.0,512.0,INTEL® GRAPHICS,23300000,0,0,0,0
HP EliteBook 640 G11 A7LB1PT : Ultra 5 125U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Windows 11 | Silver,HP,INTEL CORE ULTRA 5 125U,16.0,512.0,INTEL GRAPHICS,23300000,0,0,0,0
Dell Inspiron 5440 C5U165W11IBD2 : Core 5-120U | 16GB RAM | 512GB SSD | Intel Graphics + MX570 2GB | 14 inch 2.2K | Finger | Windows + Office | Ice Blue,DELL,CORE 5-120U,16.0,512.0,INTEL GRAPHICS + MX570 2GB,23300000,0,0,0,0
ASUS Vivobook S 16 OLED S5606MA-MX051W : Ultra 7-155H | 16GB RAM | 512GB SSD | Arc Graphics | 16 inches 3.2K | Windows 11 | Xanh,ASUS,ULTRA 7-155H,16.0,512.0,ARC GRAPHICS,23400000,0,0,0,0
HP Victus 16-s1148AX AZ0D3PA : R5 8645HS | 16GB RAM | 512GB SSD | RTX 4050 6GB | 16.1 inch FHD | Windows 11 Home | Black,HP,AMD RYZEN 5 8645HS,16.0,512.0,RTX 4050 6GB,23400000,0,0,0,0
Lenovo Yoga Slim 7 14IMH9 : Ultra 7-155H | 32GB RAM (OB) | 1TB SSD | Intel Arc Graphics | 14 inch 2.8K OLED | Windows 11 | Silver,LENOVO,ULTRA 7 155H,32.0,1024.0,ARC GRAPHICS,23450000,0,0,0,0
Dell Latitude 7450 : Ultra 7-155U | 16GB RAM (OB) | 512GB SSD | 14 inch FHD+ | Integrated Intel Graphics | Windows 11 Pro | Meteor Silver | Outlet NEW,DELL,ULTRA 7-155U,16.0,512.0,INTEGRATED INTEL GRAPHICS,23490000,0,0,0,0
Dell Pro 14 PC14250 PC14250-225U-16512WH : Ultra 5 225U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Đen,DELL,DELL PRO 14 PC14250 PC14250-225U-16512WH : ULTRA 5 225U,16.0,512.0,INTEL GRAPHICS,23490000,0,0,0,0
Dell Inspiron 5441 71069158 : Snapdragon X X1-26-100 | 16GB RAM | 512GB SSD | 14 inch FHD+ | Finger Print | Windowns 11 Home | Office Home 2024 | Office 365 Basic | Grey Titan,DELL,Core i5,16.0,512.0,Onboard,23500000,1,0,0,1
Dell Precision 5570 : i7-12800H | 16GB RAM | 512GB SSD | RTX A1000 4GB | 15.6 inch FHD | Likenew 99.9%,DELL,Core i5,16.0,512.0,RTX A1000 4GB,23500000,1,0,0,0
Dell 14 DC14250 F0FTK7 : Core 7 150U | 16GB RAM | 512GB SSD | MX570A 2GB | 14 inch FHD+ | Windows 11 + Office Home 2024 | Finger | Platinum Silver,DELL,CORE 7 150U,16.0,512.0,Onboard,24999000,0,0,0,1
Dell Inspiron 5440 C5U161W11IBU : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Finger | Windows 11 + Office Home 2024 | Ice Blue,DELL,CORE 5 120U,16.0,1024.0,INTEL GRAPHICS,23599000,0,0,0,0
Acer Nitro V 15 ANV15-41-R0FE : Ryzen 7 7735HS | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | 15.6″ FHD 180Hz IPS | Windows 11,ACER,ACER NITRO V 15 ANV15-41-R0FE : RYZEN 7 7735HS,16.0,512.0,NVIDIA GEFORCE RTX 3050 6GB,23600000,0,0,0,0
Lenovo LOQ 15ARP9 83JC003VVN : R7-7435HS | RTX 4050 | 12GB RAM | 512GB SSD | 15.6 inch FHD 144Hz | Windows 11 | Xám,LENOVO,Core i5,12.0,512.0,RTX4050 6GB,23650000,1,0,0,0
ASUS Zenbook UX3402VA-KM085W : i5-1340P | 16GB RAM | 512GB SSD | Intel Iris Xe | 14 inch OLED 2.8K | Windows  11 | Blue,ASUS,Core i5,16.0,512.0,INTEL IRIS XE GRAPHICS,23699000,1,0,0,0
Dell Pro 14 Essential PV14250 PV14250-150U-161TBW : Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,DELL,CORE 7 150U,16.0,1024.0,INTEL GRAPHICS,23799000,0,0,0,0
Dell Pro 14 Essential PV14250 71084490 : Core 7 150U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,DELL,CORE 7 150U,16.0,512.0,INTEL GRAPHICS,23899000,0,0,0,0
ASUS Vivobook S14 OLED S5406SA-PP060WS : Ultra 5-226V | 16GB RAM | 512GB SSD | Arc Graphics | 14 inches 3K | Windows 11 | Xanh,ASUS,ULTRA 5-226V,16.0,512.0,ARC GRAPHICS,23900000,0,0,0,0
Acer Nitro ANV15-52-50VA : Core 5-210H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 180Hz | Windows 11 | Đen,ACER,CORE 5-210H,16.0,512.0,RTX 3050 6GB,23900000,0,0,0,0
Lenovo IdeaPad Slim 5 14IMH9 83DA006UVN : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch WUXGA | Windows 11 Home | Grey,LENOVO,ULTRA 7-155H,16.0,512.0,INTEL UHD GRAPHICS,23900000,0,0,0,0
HP Elitebook 630 G10 9J0B6PT : i7 1355U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 13.3 FHD | Windows 11 | Silver,HP,Core i5,8.0,512.0,INTEL IRIS XE GRAPHICS,23900000,1,0,0,0
Dell Latitude 3450 71058806 : i7-1355U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch FHD | Win 11 Home | Black,DELL,INTEL CORE I7-1355U,16.0,512.0,INTEL UHD GRAPHICS,23900000,0,0,0,0
Lenovo ThinkPad E14 Gen 6 21M7004WVA : Ultra 7 155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14inch WUXGA | No OS | Black,LENOVO,INTEL CORE ULTRA 7 155H,16.0,512.0,INTEL ARC GRAPHICS,23900000,0,0,0,0
HP Victus 15-fb3115AX BX9C9PA : R7-7445HS | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | Win 11 Home | Mica Silver,HP,RYZEN 7-7445HS,16.0,512.0,RTX 4050 6GB,24000000,0,0,0,0
HP ProBook 4 G1i 16 BQ5D4PT : U5-225U | 16GB RAM | 512GB SSD | Intel Graphics | 16 inch WUXGA | Windows 11 | Bạc,HP,Core i5,16.0,512.0,INTEL GRAPHICS,24000000,1,0,0,0
MSI Cyborg A13VE-090VN : i7-13620H | 16GB RAM | 512GB GB | RTX 4050 6GB | 14 inch FHD+ 144Hz | Single Backlit Keyboard (Blue) | Windows 11 | Translucent Black | Tặng kèm Balo,MSI,Core i5,16.0,512.0,RTX 4050 6GB,24500000,1,0,1,0
Dell Latitude 9420 : i5-1145G7 | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Windows 10 Pro | Xám,DELL,Core i5,16.0,512.0,INTEL IRIS XE GRAPHICS,25999000,1,0,0,0
MSI Prestige 13 AI Evo A1MG 241VN : Core Ultra 5-125H | 16GB RAM | 512GB SSD | Intel® Arc Graphics | 13.3 inch 2.8K OLED | Led Keyboard | Windows 11 | Pure White,MSI,CORE ULTRA 5-125H,16.0,512.0,INTEL® ARC™ GRAPHICS,24600000,0,0,0,0
ASUS Vivobook S16 OLED S5606CA-RI114WS : Ultra 5-225H | 16GB RAM | 512GB SSD | Arc Graphics | 16 inches 3K | Windows 11 | Xanh,ASUS,ULTRA 5-225H,16.0,512.0,ARC GRAPHICS,24600000,0,0,0,0
MSI Prestige 14 AI Evo C1MG 081VN : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel® Arc Graphics | 14 inch 2.8K | Led Keyboard | Windows 11 | Stellar Gray,MSI,CORE ULTRA 5-125H,16.0,512.0,INTEL® ARC™ GRAPHICS,24600000,0,0,0,0
Acer Swift Go 14 AI SFG14-73-71ZX : Core Ultra 7 155H | 16GB RAM | 512GB SSD | ARC™ Graphics | 14 inch 2.8K | Windows 11 | Bạc,ACER,CORE ULTRA 7 155H,16.0,512.0,INTEL® ARC™ GRAPHICS,24600000,0,0,0,0
ACER Nitro V ANV15-41-R7CR : R5-7535HS | 16GB RAM | 512GB SSD | RTX 4050 6GB	| 15.6 inch FHD IPS 180Hz | Obsidian Black | Tặng Balo SUV,ACER,Core i5,16.0,512.0,RTX 4050 8GB,24700000,1,0,0,0
Dell Inspiron 14 5441 N4O10441W1 : Snapdragon X Plus X1P-64-100 | 16GB RAM | 1TB SSD | Qualcom Adreno | 14 inch FHD+ | Windows 11 + Office Home 2024 | Xám,DELL,Core i5,16.0,1024.0,Onboard,26199000,1,0,0,1
Dell Gaming G15-5530 : i5-13450HX | 16GB RAM | 512GB SSD | 15.6 inch FHD 165Hz | RTX 4050 6GB | Windows 11 | Black,DELL,Core i5,16.0,512.0,RTX 4050 6GB,24750000,1,0,0,0
Dell 14 Plus DB14250: Ultra 7-256V | 16GB RAM | 1TB SSD | 14 inch FHD Touch | Intel Arc Graphics | Windows 11 | Ice Blue,DELL,ULTRA 7 256V,16.0,1024.0,INTEL ARC GRAPHICS,24900000,0,0,0,0
Acer Swift Go AI OLED SFG14-73-75YM : Core Ultra 7 155H | 16GB RAM | 512GB SSD | FingerPrint | Arc Graphics | 14 inch 2.8K | Windows 11 | Bạc,ACER,CORE ULTRA 7 155H,16.0,512.0,INTEL ARC GRAPHICS,24900000,0,0,0,0
Dell 14 DC14250 C7U161W11SLU : Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Finger | Platinum Silver,DELL,CORE 7 150U,16.0,1024.0,INTEL GRAPHICS,24900000,0,0,0,0
iPad Pro 2021 M1 MHNG3 12.9 inch (128GB | Wifi | Silver ),Other,APPLE M1,16.0,512.0,Onboard,24990000,0,1,1,1
Dell Inspiron 5420 DGDCG1 : i5-1235U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics + MX570 2GB | 14.0 inch FHD+ | Windows 11 + Office | Silver,DELL,Core i5,16.0,512.0,INTEL IRIS XE GRAPHICS + MX570 2GB,24999000,1,0,0,0
HP ProBook 440 G11 A74BBPT : Ultra 5 125H |  16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Windows 11 Pro |Silver,HP,ULTRA 5 125H,16.0,512.0,INTEL® ARC™ GRAPHICS,25000000,0,0,0,0
Dell Inspiron 5440 7FN5J : Core 7-150U | 16GB RAM | 1TB SSD | Intel ARC Graphics | 14 inch FHD+ | Finger | Windows 11 + Office | Ice Blue,DELL,CORE 7-150U,16.0,1024.0,INTEL GRAPHICS,25099000,0,0,0,0
Dell Inspiron 5640 C7U161W11IBU : Core 7-150U | 16GB RAM | 1TB SSD | Intel ARC Graphics | 16 inch FHD+ | Windows 11 + Office | Ice Blue,DELL,ULTRA 7-150U,16.0,1024.0,INTEL ARC GRAPHICS,25200000,0,0,0,0
Dell Inspiron 5440 C7U165W11IBD2 : Core 7-150U | 16GB RAM | 512GB SSD | Intel Graphics + MX570 2GB | 14 inch FHD+ | Finger | Windows 11 + Office Home 2024 | Ice Blue,DELL,CORE 7 150U,16.0,512.0,INTEL GRAPHICS + MX570 2GB,25299000,0,0,0,0
Dell 16 DC16250 C7U161W11BLU : Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics | 16 inch FHD+ Touch | Windows 11 + Office Home 2024 | Carbon Black,DELL,CORE 7-150U,16.0,1024.0,INTEL GRAPHICS,25499000,0,0,0,0
HP Envy X360 14 fc0161TU AY8X0PA : Ultra 5 125U | 16GB RAM |  512GB SSD | Intel Graphics | 14 inch diagonal | Windows 11 Home | Blue,HP,INTEL CORE ULTRA 5 125U,16.0,512.0,INTEL GRAPHICS,25500000,0,0,0,0
Dell Pro 14 PC14250 01MTXTPC14250.235U.09 : Ultra 5-235U vPro | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Pro | Platinum Silver,DELL,DELL PRO 14 PC14250 01MTXTPC14250.235U.09 : ULTRA 5-235U VPRO,16.0,512.0,INTEL GRAPHICS,27299000,0,0,0,0
Dell Latitude 5450 L5450-125U-16512U : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | Ubuntu | Grey,DELL,DELL LATITUDE 5450 L5450-125U-16512U : ULTRA 5-125U,16.0,512.0,INTEL GRAPHICS,25799000,0,0,0,0
HP Probook 460 G11 A74BYPT: Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 16 inch WUXGA | Led Keyboard | Windows 11 Pro | Silver,HP,ULTRA 5 125H,16.0,512.0,INTEL ARC GRAPHICS,25800000,0,0,0,0
HP ProBook 440 G11 A74BHPT : Ultra 7-155U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch WUXGA | Win 11 Home | Silver,HP,INTEL CORE ULTRA 7-155U,16.0,512.0,INTEL UHD GRAPHICS,26000000,0,0,0,0
Lenovo ThinkPad L16 Gen 1 21L3003LVA : Ultra 7 155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 16 inch WUXGA | No OS | Black,LENOVO,LENOVO THINKPAD L16 GEN 1 21L3003LVA : ULTRA 7 155H,16.0,512.0,INTEL ARC GRAPHICS,26200000,0,0,0,0
[New Outlet] Dell 16 Plus DB16250 2025 : Core Ultra 9 288V | 32GB RAM | 1TB SSD | Intel Arc 140V | 16 inch FHD+ | Touch | Windows 11 | Ice Blue,DELL,CORE ULTRA 9 288V,32.0,1024.0,Onboard,26300000,0,0,0,1
Dell Inspiron 14 7440 N4I5006W1 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Win 11 Home | Office Home and Student 2021 | Blue,DELL,INTEL CORE 5-120U,16.0,1024.0,INTEL GRAPHICS,26300000,0,0,0,0
HP EliteBook 630 G11 A7LJ5PT : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 13.3 inch WUXGA Touch | Win 11 Pro | Silver,HP,INTEL CORE ULTRA 5-125U,16.0,512.0,INTEL UHD GRAPHICS,26300000,0,0,0,0
Dell Inspiron 5640 KHPF5 : Core 7-150U | 16GB RAM | 1TB SSD | Intel Arc Graphics + MX570A 2GB | 16 inch FHD+ | Windows 11 + Office | Finger | Ice Blue,DELL,CORE 7-150U,16.0,1024.0,INTEL ARC GRAPHICS + MX570A 2GB,26300000,0,0,0,0
Dell Inspiron 14 5441 5MNK1 : Snapdragon X Plus X1P-64-100 | 16GB RAM | 512GB SSD | Qualcom Adreno | 14 inch FHD+ | Windows 11 | Office 24 | Xám,DELL,Core i5,16.0,512.0,Onboard,26399000,1,0,0,1
MSI Prestige 13 AI Evo A1MG 240VN : Core Ultra 5-125H | 32GB RAM | 512GB SSD OLED | Led Keyboard | Windows 11 | Pure White,MSI,CORE ULTRA 5-125H,32.0,512.0,INTEL® ARC™ GRAPHICS,26400000,0,0,0,0
MSI Prestige 14 AI Evo C1MG 080VN : Core Ultra 5-125H | 32GB RAM | 512GB SSD | Intel® Arc Graphics | 14 inch 2.8K | Led Keyboard | Windows 11 | Stellar Gray,MSI,CORE ULTRA 5-125H,32.0,512.0,INTEL® ARC™ GRAPHICS,26500000,0,0,0,0
Dell 16 DC16251 DC6C7557W1-SILVER : Core 7 150U | 16GB RAM | 1TB SSD | GeForce MX570A 2GB | 16 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,DELL,CORE 7 150U,16.0,1024.0,Onboard,26499000,0,0,0,1
Dell Inspiron 5440 71034770 : Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics + MX570 2GB | 14 inch 2.2K | Finger | Windows 11 + Office | Ice Blue,DELL,CORE 7-150U,16.0,1024.0,INTEL GRAPHICS + MX570 2GB,26700000,0,0,0,0
ASUS Vivobook S16 S5606CA-RI171WS : Ultra 7-255H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 16 inch 3K OLED | Windows 11 + Office | Mist Blue,ASUS,ULTRA 7-255H,16.0,512.0,INTEL ARC GRAPHICS,26900000,0,0,0,0
HP Elitebook 635 Aero G11 - B91D3PT : R7 8840HS | 32GB RAM | 512GB SSD | AMD Radeon Graphics | 13.3 inch WUXGA | Windows 11 | Silver,HP,Core i5,32.0,512.0,AMD RADEON GRAPHICS,27100000,1,0,0,0
HP ProBook 440 G11 A74BLPA : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel Arc Graphics |14 inch WUXGA Touch | Fingerprint | Windows 11 | Silver,HP,ULTRA 7 155H,16.0,512.0,INTEL UHD GRAPHICS,27200000,0,0,0,0
Dell Pro 14 PC14250-235U-16512W : Ultra 5-235U vPro | 16GB RAM 5600MHz | 512GB SSD | Intel Graphics | 14 inch WUXGA | Keyboard Non-Backlit | Windows 11 Pro,DELL,ULTRA 5-235U VPRO,16.0,512.0,INTEL GRAPHICS,27200000,0,0,0,0
