ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
"Dell Precision 3560 i7-1165G7, 16GB/512GB, Vga 2G",Dell,Core i7,16,512,Onboard,10000000
ThinkPad Carbon X1 Gen 7 i7-8665U 16GB/512GB / 2k,Khác,Core i7,16,512,Onboard,7000000
ASUS ROG GL552VX i7-6700HQ 16GB/128GB,Asus,Core i7,16,128,Onboard,4300000
Apple MacBook Air M1 13 inch 8GB/256GB,Apple,Apple M-Series,8,256,Apple GPU,10900000
Latitude E7280 Core i5-7300U/8GB/ 256GB. Đẹp 99%,Khác,Core i5,8,256,Onboard,4200000
"Latitude E5490 Core i5-8250U/8GB/256GB,FHD.đẹp 99%",Khác,Core i5,8,256,Onboard,5300000
Dell Latitude 5320 i7-1185G7/16GB/256GB like new,Dell,Core i7,16,256,Onboard,7900000
HP Pavilion 14-dvxxxx i3-1215U/8GB/256GB,Hp,Core i3,8,256,Onboard,4500000
Dell Latitude 7390 i5-8/16GB/256GB Cảm Ứng,Dell,Core i5,16,256,Onboard,4600000
ASUS TUF Gaming A15 Ryzen 7 15.5 inch 16GB/512GB,Asus,Ryzen 7,16,512,Onboard,14999000
Dell Latitude 5511 i7-10850H/ 8GB/256GB/Vga 2Gb,Dell,Core i7,8,256,Onboard,8500000
Acer Aspire AL16-71P Ultra 7-155H 16 inch 32GB/1TB,Acer,Core Ultra 7,32,1024,Onboard,18500000
Microsoft Surface Book 2 i7 13.3 inch 16GB/512GB,Surface,Core i7,16,512,Onboard,8600000
Apple MacBook Pro 2019 i9 16 inch 32GB/1TB,Apple,Core i9,32,1024,Apple GPU,14300000
💥💥Laptop Dell 7430 i7 1265U/ 32GB/512gb vỏ nhôm,Dell,Core i7,32,512,Onboard,13500000
Dell Latitude 5500 i5-8365U 15.6 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,6200000
Sony Vaio VWNC5151B i7-1165G7 16GB/1TB,Khác,Core i7,16,1024,Onboard,7500000
Lenovo 82TV AMD Ryzen 5 5625u/8GB/512GB,Lenovo,Ryzen 5,8,512,Onboard,5900000
MSI Gaming GF63-10SC (I5 10500H/16G/512G/GTX1650),Msi,Core i5,16,512,NVIDIA Card Rời,11500000
Dell COR I7 thế hệ 11 ram 8g ssd 256g mới 99%,Dell,Core i7,8,256,Onboard,8500000
"Dell 3410 i7 10510U-Ram 8G-SSD 256G-Màn 14""-Pin 4H",Dell,Core i7,8,256,Onboard,6800000
Acer i3 gen 10 dram 8g ssd 256g  pin tốt,Acer,Core i3,8,256,Onboard,4500000
Lenovo Yoga 500 i5-6200U 8GB/256GB cảm ứng 360,Lenovo,Core i5,8,256,Onboard,4000000
DELL 5420 COR I5 THẾ HỆ 11 RAM 16G SSD 256G MỚI90%,Dell,Core i5,16,256,Onboard,6500000
Microsoft Surface Laptop 4  i7 32GB/1TB,Surface,Core i7,32,1024,Onboard,12500000
"Dell latitude 5510 i5 10310U, Ram 8G, SSD 256G, HD",Dell,Core i5,8,256,Onboard,5700000
Asus ExpertBook B1402CBA i3 12Th 8GB/256GB,Asus,Core i3,8,256,Onboard,5700000
Lenovo ThinkPad E14-I3-10110U 8GB/256GB,Lenovo,Core i3,8,256,Onboard,3800000
Dell Latitude 7320 2in1 i7 32GB/512GB vỏ nhôm,Dell,Core i7,32,512,Onboard,9900000
HP Pavilion 14 i5 14 inch 8GB/128GB,Hp,Core i5,8,128,Onboard,5300000
Laptop Dell 5310 (Core i5-10310U/8Gb/SSD 256GB),Dell,Core i5,8,256,Onboard,6450000
Lenovo ThinkPad X1 Carbon GEN 8 i5/8G/256G Likenew,Lenovo,Core i5,8,256,Onboard,7900000
Dell Inspiron 3437 i5-4200U 8GB/120gb+1000gb,Dell,Core i5,8,1000,Onboard,4000000
Dell Latitude 5400 i7 14 inch 8GB/128GB,Dell,Core i7,8,128,Onboard,3800000
Lenovo Thinkpad X280 i7 12.5 inch 16GB/256GB,Lenovo,Core i7,16,256,Onboard,4500000
Asus TUF A15 Ryzen 7 16GB/512GB,Asus,Ryzen 7,16,512,Onboard,21900000
PRO 14'' M1PRO / 16G / SD 512G / 14GPU / FULL SẠCH,Khác,Apple M-Series,16,512,Onboard,19790000
Apple Macbook Air M3 13.6 inch 8GB/512GB Như mới,Apple,Apple M-Series,8,512,Apple GPU,17990000
NEC i5 8GB/128GB 15.6 inch,Khác,Core i5,8,128,Onboard,5100000
Laptop Dell 5300 i5-th8 8Gb 128Gb Fhd đẹp miễn bàn,Dell,Core i5,8,128,Onboard,4350000
Dell Inspiron 5420 i5-1240P 14 inch 8GB/512GB,Dell,Core i5,8,512,Onboard,8900000
Dell Latitude 5330 i5-1245 13.3 inch 16GB/256GB,Dell,Core i5,16,256,Onboard,7200000
Lenovo 15ITL6 (i5 Gen11 / 8G / 512G / FHD),Lenovo,Core i5,8,512,Onboard,7900000
Thinkpad X1 Yoga Gen 7 I7 1270P 32G 512G 4K Touch,Khác,Core i7,32,512,Onboard,15900000
Apple Macbook Pro 2019 i7 16GB/512GB,Apple,Core i7,16,512,Apple GPU,10500000
Apple MacBook Pro i5 16GB/512GB Xám,Apple,Core i5,16,512,Apple GPU,10500000
Dell Latitude 5300 i5-8365U 8GB/128GB,Dell,Core i5,8,128,Onboard,5100000
"Dell Latitude 5420 i5 1135G7 8G 256G 14""FHD USA98%",Dell,Core i5,8,256,Onboard,7200000
Apple Macbook Pro 15in 2017 - i7/16GB/512GB + Sạc,Apple,Core i7,16,512,Apple GPU,7500000
"DELL E7400 I7 8665U 8GB 256GB 14""FHD ZIN 99% USA",Dell,Core i7,8,256,Onboard,6900000
Acer Nitro 5 i5-11400H 15.6 inch 8GB/512GB Như mới,Acer,Core i5,8,512,Onboard,13000000
Asus Vivobook i5 Gen13 14 inch 16GB/512GB,Asus,Core i5,16,512,Onboard,9990000
Acer Nitro 5 R7-5800H 15.6 inch 24GB/512GB,Acer,Ryzen 7,24,512,Onboard,14500000
Dell E7470 core i7-6600u 14 inch 4GB/128GB,Dell,Core i7,4,128,Onboard,4000000
Dell Precision 5540 I7-9850H 15.6 inch 32GB/512GB,Dell,Core i7,32,512,Onboard,10000000
Surface Pro 7 i5-1035G4 8GB/128GB kèm phím,Surface,Core i5,8,128,Onboard,7800000
MacBook Air M1 8GB/256GB Bạc,Apple,Apple M-Series,8,256,Apple GPU,10200000
Dell 5300 i5-8560U 13.3 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,4500000
"MACBOOK PRO 2019 15"": i7 RAM 16/512GB CARD RỜI 4GB",Apple,Core i7,4,512,Apple GPU,10800000
Dell Latitude 7300 Core i5-8265U /Ram 8G/SSD 256G,Dell,Core i5,8,256,Onboard,5990000
Dell Latitude 5300 i5-8265U 13.3 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,3500000
Dell Latitude 7440 2023 i7-1365U/32GB/512GB 2K,Dell,Core i7,32,512,Onboard,14900000
ASUS ROG Zephyrus G14 Ryzen 7 16GB/512GB,Asus,Ryzen 7,16,512,Onboard,15000000
MSI Vector GP68 i9-13HX/16GB/1TB RTX 4080 12Gb,Msi,Core i9,16,1024,NVIDIA Card Rời,36400000
Apple MacBook Air M1 13.3 inch 8GB/512GB,Apple,Apple M-Series,8,512,Apple GPU,10500000
Apple Macbook Pro 14 M1PRO 16GB/1TB,Apple,Apple M-Series,16,1024,Apple GPU,21500000
Asus Vivobook Flip 14 ( R5- 4500U/ 8GB/512GB ),Asus,Ryzen 5,8,512,Onboard,5790000
Dell Latitude 5521 i5-11400H 15.6 inch 16GB/256GB,Dell,Core i5,16,256,Onboard,9800000
Asus Zenbook UX325EA i5-1135G7 13.3 inch 8GB/512GB,Asus,Core i5,8,512,Onboard,6900000
MacBook Pro M2 ( 8GB/256GB ) 13inch mới 99%,Apple,Apple M-Series,8,256,Apple GPU,15790000
Dell Lattitude 5320 i7 G11 16GB/256GB cảm ứng 2in1,Dell,Core i7,16,256,Onboard,6999999
XPS 9305 (i7 1165G7 / 16G / 512G),Khác,Core i7,16,512,Onboard,13800000
MacBook Air 13inch 2019 ( i5/8gb/128gb ) mới 97%,Apple,Core i5,8,128,Apple GPU,6790000
Asus Zenbook 14 i5-12500H 14 inch 8GB/512GB 98%,Asus,Core i5,8,512,Onboard,10950000
Lenovo Lecoo AMD Ryzen 9 16GB/1TB,Lenovo,Ryzen 9,16,1024,Onboard,30900000
Apple Macbook Pro M1 14 inch 16GB/512GB,Apple,Apple M-Series,16,512,Apple GPU,20500000
Acer Lite 16 i5-1235U 16 inch 16GB/512GB,Acer,Core i5,16,512,Onboard,8500000
Dell Inspiron 3567 i3 Gen6 4GB/128GB Đen,Dell,Core i3,4,128,Onboard,3900000
Dell Latitude 5510 i5 15.6 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,8200000
MSI Modern 15 A5M Ryzen 7 8GB/512GB,Msi,Ryzen 7,8,512,Onboard,7500000
MSI Vector GP68 i9-13HX 16GB/1TB Đã sử dụng,Msi,Core i9,16,1024,Onboard,36000000
Lenovo ThinkBook 15 i5-10210U 15.6 inch 12GB/256GB,Lenovo,Core i5,12,256,Onboard,5500000
HP OMEN 15 Core i5 16GB/256GB Đen,Hp,Core i5,16,256,Onboard,7200000
MSI Bravo 15 Ryzen 7 5800H 8GB/512GB,Msi,Ryzen 7,8,512,Onboard,8500000
"HP Envy 13-ba I7-1165G7 8GB/512GB 13.3"" FHD",Hp,Core i7,8,512,Onboard,9500000
Dell Inspiron 3511 i5-1135G7 8GB 256G VGA MX350,Dell,Core i5,8,256,Onboard,8500000
Laptop Asus Vivobook 15 X1504VA I3 8g 512g new,Asus,Core i3,8,512,Onboard,8900000
"Apple MacBook Pro 2019 i5 8GB/256GB 13.3"" Retina",Apple,Core i5,8,256,Apple GPU,9700000
Dell Inspiron 3567 i3-6006U 15.6’ 8GB/128GB Đã,Dell,Core i3,8,128,Onboard,2990000
HP 450 G5 core i5 Gen 8 15.6 inch 8GB/128GB,Hp,Core i5,8,128,Onboard,4500000
Asus Vivobook TP470 i3-1115G4 4GB/128GB,Asus,Core i3,4,128,Onboard,4800000
Asus I5-7200U/4GB/128GB/Pin>2H/Type C/Máy Full CN,Asus,Core i5,4,128,Onboard,2250000
Dell Latitude 7420 2in1 i7 1185G7 32G 256G FHD,Dell,Core i7,32,256,Onboard,10800000
Apple MacBook Air A2179 i3 8GB 256GB,Apple,Core i3,8,256,Apple GPU,7500000
ASUS Vivobook 15 OLED i5-12500H 8GB/512GB,Asus,Core i5,8,512,Onboard,8300000
Microsoft Surface Laptop 6 Ultra 5 16GB/256GB,Surface,Core Ultra 5,16,256,Onboard,17500000
Acer A715-71G i5HQ 8GB/128GB Đen,Acer,Core i5,8,128,Onboard,5800000
MacBook Pro i5 16GB/1TB Xám,Apple,Core i5,16,1024,Apple GPU,9300000
Fujitsu Lifebook E5410 i3 8GB/128GB,Khác,Core i3,8,128,Onboard,4300000
Asus FX504 i5-8300H Ram 8GB Ssd 256G GTX 1050,Asus,Core i5,8,256,NVIDIA Card Rời,5000000
Thinkpad E490 i5 8265U 8G 128G 14 inch Black,Khác,Core i5,8,128,Onboard,3500000
Lenovo ThinkPad X1 Carbon I5 14 inch 8GB/256GB,Lenovo,Core i5,8,256,Onboard,5900000
Huawei MateBook i5-8565U 13 inch 8GB/256GB,Khác,Core i5,8,256,Onboard,6900000
Dell Gaming G3 i7-8750H 8GB/128GB,Dell,Core i7,8,128,Onboard,5900000
Dell Latitude 3410 i5th10 8GB/256GB,Dell,Core i5,8,256,Onboard,4500000
Razer Blade 15 i7-10875H 15.6” RTX 2070 16GB/512GB,Khác,Core i7,16,512,NVIDIA Card Rời,15900000
HP Pavilion 15 i5-1035G1 15.6 inch 8GB/512GB,Hp,Core i5,8,512,Onboard,4000000
Apple Macbook Pro M1 16GB/256GB Đẹp,Apple,Apple M-Series,16,256,Apple GPU,13700000
ASUS Vivobook Pro 15 i7 15.6 inch 16GB/512GB,Asus,Core i7,16,512,Onboard,12500000
Acer Swift Go 14 Ultra 7 16GB/1TB,Acer,Core Ultra 7,16,1024,Onboard,14500000
HP 15 fd0234TU Core I5-1334U 15.6 inch 16GB/512GB,Hp,Core i5,16,512,Onboard,11600000
Dell Latitude E7270 i7 12.5 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,3590000
Apple Macbook Air M1 2020 8GB/256GB,Apple,Apple M-Series,8,256,Apple GPU,10000000
HP Victus Gaming 15 i5-13500H 16GB/512GB,Hp,Core i5,16,512,Onboard,18500000
Apple Macbook Pro 2015 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,3200000
Apple MacBook Pro A1286 i7 15 inch 8GB/128GB,Apple,Core i7,8,128,Apple GPU,2500000
Macbook Pro 16inch i9 2019 ram 64GB/512GB/vga8GB,Apple,Core i9,64,512,Apple GPU,15666666
Acer Nitro 5 Ryzen 7 15.6 inch 8GB/512GB,Acer,Ryzen 7,8,512,Onboard,14000000
Dell Precision 5540 i7-9850H 15.6 inch 16GB/512GB,Dell,Core i7,16,512,Onboard,12500000
ASUS ZenBook Flip 13 i7-1165G7 13.3 inch 16GB/512G,Asus,Core i7,16,512,Onboard,9000000
Lenovo Thinkpad T480s i5-8250u 8GB/256GB,Lenovo,Core i5,8,256,Onboard,4850000
HP Probook i5-1135G7 8GB/256GB,Hp,Core i5,8,256,Onboard,5600000
Dell Laptop i5 thế hệ 11 16GB/512GB Bạc,Dell,Core i5,16,512,Onboard,5600000
MacBook Pro M2 13.3 inch 16GB/256GB,Apple,Apple M-Series,16,256,Apple GPU,19000000
"Lenovo T450 ( I5-5300U/ 8GB/ SSD 256GB/ 14""HD)",Lenovo,Core i5,8,256,Onboard,4200000
"Laptop Asus - i7 11th, 16GB/512GB, Vga 3060 6GB",Asus,Core i7,16,512,Onboard,13500000
"HP 430G6 i5/8265u/Ram 8GB/SSD 256GB/13.3""",Hp,Core i5,8,256,Onboard,4600000
❌ả HP EliteBook x360 830 G9 i5/16GB/512GB/13.3 FHD,Hp,Core i5,16,512,Onboard,13990000
❌ả Laptop Dell Vostro 5620 i7/16GB/512GB/16FHD+,Dell,Core i7,16,512,Onboard,13990000
Dell latitude 3410 i5/10210U 8G 256G 99% Trả Góp,Dell,Core i5,8,256,Onboard,6900000
Acer Nitro 5 RTX 3050 16GB/512GB i5-11400H,Acer,Core i5,16,512,NVIDIA Card Rời,11600000
"Dell Latitude 7420 i7/1185G7 16G 512G 14"" FHD 99%",Dell,Core i7,16,512,Onboard,10900000
Dell XPS 15 i7-7700HQ 15.6in 4K cảm ung 16GB/256GB,Dell,Core i7,16,256,Onboard,8990000
Latitude 7430 i7-1265U* 16GB* 256GB* FHD TOUCH,Khác,Core i7,16,256,Onboard,10900000
Dell Inspiron 5391 i7 13.3 inch 8GB/512GB,Dell,Core i7,8,512,Onboard,7000000
Dell Alienware M16 R1 i9-13900HX 64gb Ram 4TB SSD,Dell,Core i9,64,4096,Onboard,57500000
Dell Alienware X15 R1 i7-11800H 16GB/512GB Mới,Dell,Core i7,16,512,Onboard,23500000
Apple MacBook Air 2017 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,3800000
Dell Latitude 5480 I5-7300u 8GB/256GB,Dell,Core i5,8,256,Onboard,3700000
Dell Latitude 5411 i5-10400H 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,6800000
TUF Gaming Fx504 (I7 8750H / 8G / 256G /GTX1050Ti),Khác,Core i7,8,256,NVIDIA Card Rời,7800000
Dell Latitude 7320 i5-1135G7 13.3 inch 16GB/256GB,Dell,Core i5,16,256,Onboard,7200000
Dell Inspiron 3501 i5-1135G7 8GB/512GB,Dell,Core i5,8,512,Onboard,8000000
ASUS ROG Flow Z13 i7 RTX 3050 16GB 512GB Laptop,Asus,Core i7,16,512,NVIDIA Card Rời,19000000
Dell Precision 3510 i5-6440HQ 15.6 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,4600000
💻 Apple MacBook Pro M1 13.3 inch 16GB/256GB Gray,Apple,Apple M-Series,16,256,Apple GPU,13390000
Apple MacBook Pro 2020 i5/ 32GB/512GB Bạc,Apple,Core i5,32,512,Apple GPU,11200000
Asus i7 8GB/128GB Đã qua sử dụng,Asus,Core i7,8,128,Onboard,4700000
Apple MacBook Pro i7 15.4 inch 16GB/512GB rẻ,Apple,Core i7,16,512,Apple GPU,4900000
surface pro 9 i5/8GB/256GB tặng phím zin all góp,Surface,Core i5,8,256,Onboard,13900000
Nec lavie 156c/A Ryzen 7 extreme 16g/1T Nhật rẻ,Khác,Ryzen 7,16,1024,Onboard,11000000
Dell Latitude 5510 Core i5 -10310U/Ram 8G/SSD 256G,Dell,Core i5,8,256,Onboard,6490000
Sony Vaio i5-6200U 13 inch 8G/128G,Khác,Core i5,8,128,Onboard,2690000
Asus TUF F15 i7 15.6 inch 32GB/512GB,Asus,Core i7,32,512,Onboard,19000000
Asus i5-8th Gen 8GB/128GB Xám,Asus,Core i5,8,128,Onboard,4500000
Dell 5490: i5-10210U | 8G | 256G | Card rời MX250,Dell,Core i5,8,256,Onboard,8900000
Lenovo ThinkPad X1 Carbon i5-8365U 8GB/256GB,Lenovo,Core i5,8,256,Onboard,4000000
Lenovo Thinkpad L14 Ryzen 5 8GB/256GB cực mạnh,Lenovo,Ryzen 5,8,256,Onboard,5990000
ThinkBook 16 G6+: Ryzen 7-8845H & RAM 32GB/1TB,Khác,Ryzen 7,32,1024,Onboard,18990000
MSI Bravo 15 A4DCR Ryzen 5 16GB/512GB,Msi,Ryzen 5,16,512,Onboard,7600000
Acer Aspire i5-13th Gen/16GB/512GB RTX 2050,Acer,Core i5,16,512,NVIDIA Card Rời,9000000
Dell Latitude 7400: i7-8665U/8G/256G: Siêu bền,Dell,Core i7,8,256,Onboard,6990000
Dell Latitude 5480 i5-6th Gen 8GB/128GB,Dell,Core i5,8,128,Onboard,3700000
Dell Alienware M16 R2 Ultra9/16GB/1TB/RTX 4060,Dell,Apple M-Series,16,1024,NVIDIA Card Rời,33000000
HP 250 G7 i5 8th Gen 8GB/128GB,Hp,Core i5,8,128,Onboard,4300000
Sony Vaio Pro PK 2021 i5gen10/8GB/256GB,Khác,Core i5,8,256,Onboard,4700000
Dell Latitude 5480 i7-7600U 14 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,5800000
Dell Precision 5550 i7-10850H 32GB/1TB,Dell,Core i7,32,1024,Onboard,18000000
Dell Latitude 7440 i5-1345U 14 inch 16GB/512GB,Dell,Core i5,16,512,Onboard,14500000
Asus vivobook X415EA Core i5-1135G7 / 8G / 512G,Asus,Core i5,8,512,Onboard,7490000
Apple MacBook Air 2020 i3 8GB/256GB,Apple,Core i3,8,256,Apple GPU,6500000
"DELL LATITUDE 5470 I5 6200U 8GB 256GB 14""FHD 98%",Dell,Core i5,8,256,Onboard,4700000
"Dell 3468 i3-7020U/4GB/256GB SSD/14"" zin đẹp.",Dell,Core i3,4,256,Onboard,2100000
"DELL LATITUDE 5590 I5 8350U 8GB 256GB 15.6""FHD",Dell,Core i5,8,256,Onboard,5900000
Lenovo Legion 5 i7-13650HX 15.6 inch 24GB/512GB,Lenovo,Core i7,24,512,Onboard,25200000
DELL 7300 I5 8GB/256GB 13'' FHD CẢM ỨNG LED PHÍM,Dell,Core i5,8,256,Onboard,5200000
Lenovo Thinkpad X1 Nano i5 16GB/1TB,Lenovo,Core i5,16,1024,Onboard,9000000
Lenovo Ideapad Pro 5 Ryzen 7 16 inch 16GB/1TB,Lenovo,Ryzen 7,16,1024,Onboard,19500000
Dell Precision 5560 i7-11850H 16GB/512GB / T1200,Dell,Core i7,16,512,Onboard,14900000
Dell 15 DC15250 i5-1334U 8GB/512GB Newseal VAT,Dell,Core i5,8,512,Onboard,13300000
Acer Nitro Tiger i5-12500h 15.6 inch 16GB/512GB,Acer,Core i5,16,512,Onboard,13500000
Apple MacBook Air i3 gen 10 13.3 inch 16GB/256GB,Apple,Core i3,16,256,Apple GPU,6800000
HP Zbook Firefky 14 G8i7 1185g7 16GB/512GB 14 inch,Hp,Core i7,16,512,Onboard,9500000
Dell Inspiron 15 3535 Ryzen 3 8GB/256GB,Dell,Ryzen 3,8,256,Onboard,7200000
"MỎNG NHẸ 14 IN FULL DELL 7490 I7, 16GB, 256GB, USA",Dell,Core i7,16,256,Onboard,6500000
HP Probook 440 G3 i5 14 inch 4GB/128GB,Hp,Core i5,4,128,Onboard,2500000
Laptop Dell E5490 i5-7th 8GB/256GB Màn 14inch,Dell,Core i5,8,256,Onboard,3800000
Dell Latitude E7450 i5-5300U 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,2700000
Apple MacBook Pro i7 32GB/512GB Xám,Apple,Core i7,32,512,Apple GPU,11700000
Dell Precision 5530 i7-8850H/ P1000/16gb/512gb,Dell,Core i7,16,512,Onboard,8800000
NEC Laptop i5 10th 8GB/128GB Đen,Khác,Core i5,8,128,Onboard,4500000
Dell 5402 Core i5-1135G7 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,7990000
MACBOOK PRO M1 8GB/256GB pin 91%,Apple,Apple M-Series,8,256,Apple GPU,11800000
Macbook Pro 16inch M1 32GB/1TB,Apple,Apple M-Series,32,1024,Apple GPU,27800000
Laptop Dell E7450 i5-5th 8GB/128GB Màn 14inch,Dell,Core i5,8,128,Onboard,3000000
"Laptop Lenovo ThinkPad T460 – Core i5, 16GB/256GB",Lenovo,Core i5,16,256,Onboard,3800000
HP Elitebook 840 G8 i5 1145G7 14 inch 16G/256G,Hp,Core i5,16,256,Onboard,7900000
Apple MacBook Pro i5 13 inch 8GB/128GB,Apple,Core i5,8,128,Apple GPU,8000000
Surface Book 3 13.5 inch i7 32/1TB VGA 1650 4GB,Surface,Core i7,4,1024,Onboard,15499000
Asus TUF Gaming FX507ZC i7-12700H-16G-512G-RTX3050,Asus,Core i7,16,512,NVIDIA Card Rời,18900000
Dell Inspiron 3593 (i3 Gen10 / 8G / SSD 256G),Dell,Core i3,8,256,Onboard,5500000
MacBook Air M4 15 inch 24G RAM /512G mới chưa acti,Apple,Apple M-Series,24,512,Apple GPU,33990000
ThinkPad X280 Core i5 7th - Ram 8G| SSD 256G,Khác,Core i5,8,256,Onboard,3400000
MSI Modern 15 B12MO i5-1235U-8G-512G-Win11-FullBox,Msi,Core i5,8,512,Onboard,9290000
Dell Precision 7510.i7 6820HQ.8G-256G-VGA M1000m,Dell,Core i7,8,256,Onboard,6500000
MSI 14 F13MG i5-1334U/8GB/512GB/ Mới BH 08-2027,Msi,Core i5,8,512,Onboard,8500000
Dell G15 5525 Ryzen 5 15.6 inch 8GB/512GB,Dell,Ryzen 5,8,512,Onboard,13500000
Dell Latitude 7440 i5-1335U 14 inch 16GB/256GB,Dell,Core i5,16,256,Onboard,10500000
Dell Latitude 7430 i7-1265U 14 inch 16GB/256GB,Dell,Core i7,16,256,Onboard,12300000
"HP EliteBook 840 G7 Core i5 10310U, 16GB, 256GB Rẻ",Hp,Core i5,16,256,Onboard,7500000
Dell Precision 5560 i7-11800H 16GB/512GB RTX A2000,Dell,Core i7,16,512,Onboard,18000000
Asus i5 950MX 8GB/128GB CHƠI LIÊN MINH HUYỀN THOẠI,Asus,Core i5,8,128,Onboard,3000000
Dell Latitude 5510 i5-10210U 15.6 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,7000000
MacBook Air M1 13' 16GB/512GB lướt Sạch đẹp keng,Apple,Apple M-Series,16,512,Apple GPU,15900000
MSI GF63 9RC i5-9300H 8GB/512GB,Msi,Core i5,8,512,Onboard,7500000
Dell Latitude 3510 i3 Gen 11 8GB/256GB,Dell,Core i3,8,256,Onboard,5490000
Dell Latitude 7480 i5 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,3900000
Dell Inspiron 7559 i5-6300HQ 15.6 inch 8GB/128GB,Dell,Core i5,8,128,Onboard,5700000
ASUS Zenbook 14 i5-11 8GB/512GB,Asus,Core i5,8,512,Onboard,7999000
Asus Vivobook 14 X1404VA Core 5 16GB/512GB,Asus,Core i5,16,512,Onboard,14990000
"Dell 5370 Core i5 8250U, 8GB RAM, 256GB SSD- Đẹp",Dell,Core i5,8,256,Onboard,5300000
Lenovo Thinkpad L580 i5-8250U 15.6 inch 8GB/256GB,Lenovo,Core i5,8,256,Onboard,5000000
Razer Blade 13 i7-1065G7 13 inch 16GB/512GB,Khác,Core i7,16,512,Onboard,9600000
Lenovo IdeaPad Slim 5 AMD Ryzen 7 32GB/512GB,Lenovo,Ryzen 7,32,512,Onboard,17654321
"Predator Neo 16: i9-13900HX⚡️16G⚡️1T⚡️4060, 165Hz",Khác,Core i9,16,1024,Onboard,27490000
Dell 5430 (i7 Gen12 / 16G / 256G / Iris XE),Dell,Core i7,16,256,Onboard,10900000
Dell Inspiron 5593 i5-1035G1 15.6 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,7000000
Lenovo X1 Carbon i7 8GB/256GB Đen,Lenovo,Core i7,8,256,Onboard,3500000
Lenovo Legion 5 Pro R900P Ryzen 9 32GB/1TB,Lenovo,Ryzen 9,32,1024,Onboard,38500000
Dell Precision 7560 i7-11850H 15.6 inch 32GB/512GB,Dell,Core i7,32,512,Onboard,22900000
HP Elitebook 840 G5 i5-8250U 8GB/256GB,Hp,Core i5,8,256,Onboard,5500000
HP Probook 460 G11 Ultra 7 16GB/1TB,Hp,Core Ultra 7,16,1024,Onboard,14500000
HP 250 G7 i5-8265U/8GB/256GB Xách Tay Japan 90%,Hp,Core i5,8,256,Onboard,5000000
Dell Latitude 5490 i5 8GB/256GB,Dell,Core i5,8,256,Onboard,3800000
HP ProBook 440 G6 i5 14 inch fhd 8GB/256GB,Hp,Core i5,8,256,Onboard,6500000
Apple MacBook Pro 2019 13in i5 8GB/256GB pin 4-5h,Apple,Core i5,8,256,Apple GPU,7500000
Apple MacBook Pro i7 16 inch 16GB/512GB,Apple,Core i7,16,512,Apple GPU,10200000
Dell Alienware 16 2.5K Core 7 240H/16G/1T/5060 8G,Dell,Core i7,16,1024,Onboard,28499000
Toshiba Dynabook Tecra A40K i7-1370P 16G 512G 14'',Khác,Core i7,16,512,Onboard,13000000
Dell Inspiron 5425 Ryzen R5-5625U-8G-256G-14 FHD+,Dell,Ryzen 5,8,256,Onboard,8500000
Dell latitude 14  i5-11 8GB/256GB,Dell,Core i5,8,256,Onboard,6700000
HP VICTUS 16 i5-11400H R8GB/512GB Vga 1650 4Gb,Hp,Core i5,4,512,Onboard,9900000
Dell Latitude 5420 i5-1155G7 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,7490000
HP 15-fd0306TU i3-1315U 8GB/512GB full box 99%,Hp,Core i3,8,512,Onboard,7990000
Apple MacBook Air 2020 i3 13.3 inch 8GB/256GB,Apple,Core i3,8,256,Apple GPU,7500000
Lenovo Gaming 15 (i7 9750H / 8G / 256G / GTX1650),Lenovo,Core i7,8,256,NVIDIA Card Rời,9600000
Dell Latitude 5320 I7 13.3 inch 16GB/256GB,Dell,Core i7,16,256,Onboard,7000000
Apple Macbook Pro M1 16GB/512GB Xám,Apple,Apple M-Series,16,512,Apple GPU,14900000
Lenovo LOQ 15ARP9 R5-7235HS 16GB/512GB,Lenovo,Ryzen 5,16,512,Onboard,16990000
Apple MacBook Pro 16 inch i7 16GB/1TB,Apple,Core i7,16,1024,Apple GPU,11500000
Dell Inspiron 3576 i3-8130U 4GB/128GB,Dell,Core i3,4,128,Onboard,3900000
Apple Macbook Pro 2018 i5 8GB/256GB,Apple,Core i5,8,256,Apple GPU,7600000
HP EliteBook 830 G5 i7 8650U 8GB/256GB,Hp,Core i7,8,256,Onboard,6000000
Apple MacBook Pro 15 inch i7 16GB/512GB,Apple,Core i7,16,512,Apple GPU,5500000
